Gene.symbol	Gene.ID	adj.P.Val	logFC
RFT1	91869	0.823010636211822	-0.176709801111111
KLRC1	3821	0.823038834408438	0.202827401666667
FAM193A	8603	0.823038834408438	0.115300668444445
SLC25A23	79085	0.823038834408438	-0.12274055288889
HPN	3249	0.823038834408438	-0.110823952777777
GINM1	116254	0.823038834408438	0.162814108722224
		0.823038834408438	0.180042578777778
ZNF833P	401898	0.823038834408438	0.113617833555556
FAU	2197	0.823038834408438	-0.118169912277779
		0.823038834408438	0.114950724444445
		0.823038834408438	-0.207777108444446
		0.823038834408438	0.310146204611111
GRIN1	2902	0.823038834408438	0.104436575666666
		0.823038834408438	-0.0901370835555557
		0.823076282937518	-0.0699160838888879
CXorf66	347487	0.823076282937518	0.0805867272222227
FAM98C	147965	0.823076282937518	0.109064919333333
SREK1	140890	0.823076282937518	-0.201160433333333
SH2D3A	10045	0.823076282937518	-0.116892850888889
SNAP91	9892	0.823076282937518	0.123674250166665
RAB15	376267	0.823076282937518	-0.139858462055557
C17orf58	284018	0.823076282937518	-0.152995006666667
ATP6V1G2-DDX39B///ATP6V1G2	100532737///534	0.823076282937518	-0.104662035222221
KRTAP2-3///KRTAP2-2///KRTAP2-4///KRTAP2-1	730755///728279///85294///81872	0.823084970956142	-0.118503940722223
RNF165	494470	0.823116884694253	-0.110103563944443
		0.823120172809916	0.104687135000001
OR6N2	81442	0.823120172809916	0.147701760722222
APOC1	341	0.823120172809916	-0.217333168944445
		0.823120172809916	0.0783253414999998
		0.823150143174408	0.197412514944445
THAP5	168451	0.823150143174408	-0.202750526444444
ZNF830	91603	0.823164479493571	-0.108649694611111
TLE6	79816	0.823164479493571	-0.125538793333333
		0.823164479493571	-0.143617270722224
PAX8	7849	0.823193048045939	-0.0949735701111125
		0.823247234024939	0.0686142221111115
		0.823269164847993	0.165752462944442
TIPARP	25976	0.823278755252658	-0.206904398055556
PIP5K1C	23396	0.823278755252658	0.111803692444445
		0.823278755252658	0.248880719222223
		0.823278755252658	0.153320896388888
MALAT1	378938	0.823278755252658	-0.103211403333333
FAM220A	84792	0.823278755252658	-0.166376385722221
		0.823278755252658	-0.194382135666667
KCNH1	3756	0.823278755252658	0.107062650888889
LMNA	4000	0.823278755252658	0.189589774722223
SDC3	9672	0.823330886666469	0.132636757222224
ATXN2	6311	0.823509818657706	-0.145429788833333
HNRNPCL2	440563	0.823539201761781	0.141922454444446
MUCL1	118430	0.823645090104011	0.104293397222223
ZEB1	6935	0.823645090104011	-0.317053660666667
AP3B2	8120	0.823645090104011	-0.0993091718888888
		0.823802410927434	-0.180287502499999
ADO	84890	0.823802410927434	0.10824192488889
NT5C1A	84618	0.823848105707476	0.137146699444444
		0.823899515110392	0.197051334555556
ZNF124	7678	0.823899515110392	-0.237173897722222
MIA3	375056	0.823899515110392	0.0923625585000005
SUCO	51430	0.823899515110392	0.147536600111113
		0.823899515110392	0.119255965444444
DCAF17	80067	0.823918882219283	-0.193780562944443
		0.823918882219283	0.144928794833334
WWC3	55841	0.823918882219283	-0.129977437444445
OR9G4	283189	0.823918882219283	-0.0872400001111107
SNORD45A	26805	0.823918882219283	0.426141420111113
CFAP69	79846	0.824012465964457	-0.124647704444445
RAB11FIP5	26056	0.824071557618974	0.130679119777777
MGAT1	4245	0.82407703306876	-0.254166626166663
		0.82407703306876	-0.136903720888888
		0.82407703306876	0.392729773944444
SMIM10L2A	399668	0.82407703306876	0.167533042222223
		0.824163563782306	-0.235336620111114
SLC19A1	6573	0.824186548600591	-0.107326477111111
		0.824186548600591	0.219233104999995
		0.824204231043935	-0.106421797888889
OR1F1	4992	0.824204231043935	0.193742176444446
TNFSF12-TNFSF13///TNFSF12///TNFSF13	407977///8742///8741	0.824204231043935	-0.110328556277778
SHANK2	22941	0.824204231043935	-0.0805485917777791
UQCRHL///UQCRH///UQCRHL///GNA13	440567///7388///440567///10672	0.824204231043935	-0.240317567499998
BIK	638	0.824204231043935	0.160944748388888
STRAP	11171	0.824204231043935	0.112043633333332
LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	102724093///100133220///647042///643707///642402///440295///374650	0.824204231043935	0.202449167944444
TMEM211	255349	0.824204231043935	-0.151535196666666
		0.824204231043935	0.305654412222223
		0.824272884456725	-0.167348023944444
LOC646903	646903	0.824272884456725	0.124792952388889
FAM207A	85395	0.824272884456725	0.114178598888889
		0.824272884456725	0.0795404684444447
		0.824315579131147	-0.213732281388888
TMCO1	54499	0.824396577856619	0.156770657166668
		0.82440675798435	-0.140465820111112
		0.824459516517113	0.172095488000001
		0.824459516517113	0.109043931888889
RPLP0	6175	0.824459516517113	-0.256245826666664
		0.824459516517113	-0.0779404438333349
		0.824459516517113	-0.100835542166667
		0.824459516517113	-0.406391206555555
		0.824459516517113	0.303663967277775
TNFRSF10D	8793	0.824459516517113	0.178543128944446
CTAGE1	64693	0.824459516517113	0.106196453
		0.824459516517113	0.0596181856666669
OR5L2	26338	0.824459516517113	0.0918061473333331
		0.824494339921528	-0.273242559944443
CACNG5	27091	0.824515083098351	0.0956194634444447
MTCH2	23788	0.824588719050848	-0.118360808
		0.824588719050848	0.137850392388888
		0.824588719050848	-0.151005088166667
IDH2	3418	0.824602623328565	-0.115811590111109
ZNF33A	7581	0.824606139735501	-0.177753235666666
CD1A	909	0.824606139735501	0.18603221027778
		0.824606139735501	-0.163057708555558
KRT40	125115	0.824634447376928	-0.101467119111112
GCC2	9648	0.824652182642189	-0.131638081777779
LYZL4	131375	0.824681157664692	-0.129168615166666
		0.824681157664692	-0.315595106277779
NBAS	51594	0.824715685214365	0.145928226722224
OSBPL6	114880	0.824822269942233	0.192035297000001
MEMO1	51072	0.824830789836072	-0.157370627166664
NLRP14	338323	0.82488968504706	-0.0804730156111111
ZFC3H1	196441	0.824962162175479	-0.09410328922222
F13B	2165	0.82503952763094	0.0566391840555553
		0.825064992378147	-0.3490783315
KCTD1	284252	0.825119243211032	0.141266780555556
SNORD59A	26789	0.825119243211032	-0.275458992277776
TNFRSF17	608	0.825119243211032	0.152162214722222
PPP6C	5537	0.825119243211032	0.173514886833333
		0.825139970390166	0.133079899944444
MTMR2	8898	0.825139970390166	0.178082232222222
CPB1	1360	0.825139970390166	-0.0712678113333327
SNHG21///SCARNA15///SNHG21	100505616///677778///100505616	0.825150529004154	0.112817267166666
		0.825199282441125	0.399763173833334
IQCF1	132141	0.825243091845044	0.0918935173333333
		0.825243091845044	0.0889535829999999
		0.825270264996938	0.15571443038889
GOLGA7B	401647	0.825295443701062	0.167780790055555
ARMC3	219681	0.825452624600266	0.101293433166667
		0.825452624600266	0.14284856838889
		0.82546128677193	-0.201113219666667
HIST2H2BF///HIST2H2BA	440689///337875	0.825640797136493	0.242135702833333
		0.825640797136493	0.0637087673333339
AKAP10	11216	0.82564602124175	0.104580426333334
		0.82564602124175	-0.240084337000001
NPVF	64111	0.82564602124175	0.0949704646666656
C20orf173	140873	0.82564602124175	-0.116662162166666
MDM1	56890	0.82564602124175	-0.127920374555555
		0.82564602124175	-0.103872129222223
OGDH	4967	0.825746265406727	0.111113022777777
		0.825874768533883	-0.163958589000001
		0.825923893452824	0.221066925777778
		0.826043197963111	-0.153020294944443
		0.826101922578167	0.315408867333333
PIGR	5284	0.826104203616079	0.113816853444444
CPSF4L	642843	0.826107929911607	0.144007023666669
SAG	6295	0.826174983848796	0.0948530558333331
DPPA3	359787	0.826174983848796	-0.080300868333333
PTPN13	5783	0.826254843391065	-0.204596168499999
		0.826383571901638	-0.0858361237777778
BRDT	676	0.826419917032437	-0.087687855055556
FAM150A	389658	0.826419917032437	0.124578173833334
MYH15	22989	0.826431980411349	0.0756258954444444
VARS2	57176	0.826431980411349	-0.209993631833335
BNIP3	664	0.826431980411349	0.222365040555556
RNF187	149603	0.826431980411349	-0.0901513612222216
CNGB1	1258	0.826469838221805	-0.100125631444445
SEBOX	645832	0.826469838221805	0.132826107111112
PEX26	55670	0.826469838221805	-0.0771164224999996
KIAA1644	85352	0.826469838221805	-0.147523511666667
		0.826500547141742	0.247289077277777
CCDC58	131076	0.826510605567239	0.177456778833335
MAPKAPK5	8550	0.826510605567239	0.111148081444448
CHEK2	11200	0.82658495614114	-0.145563823666665
DECR1	1666	0.826604388058237	-0.110688485333335
NR0B1	190	0.826647310937864	0.117956070944444
DHRS7C	201140	0.826678975660531	0.108147721000001
		0.826678975660531	0.0974761441666665
H3F3AP4///H3F3A	440926///3020	0.826730193288211	-0.114484657777776
TXNDC12	51060	0.82673985656654	-0.201515480277779
LOC100129581	100129581	0.82673985656654	-0.142329579111112
ZXDC	79364	0.82673985656654	-0.167411657388889
		0.826784656063414	-0.130174663444444
		0.826790969546106	0.244567914277777
		0.826790969546106	0.0889847060555562
CCDC63	160762	0.826829566911944	0.0994073959999997
UBL5	59286	0.826846337371199	-0.118241716722224
		0.826846337371199	0.128280582166668
LGMN	5641	0.826846337371199	0.320326028944442
		0.826846337371199	-0.137739198833332
MAN1A2	10905	0.826930144799376	0.135574680166667
PPP2R2B	5521	0.826930144799376	0.167973808611111
PLEKHG1///PLEKHG1	57480///57480	0.826930144799376	-0.122096534055556
		0.826962861500125	0.2761971025
DACH2	117154	0.827083369734225	-0.0958751650555554
		0.827083369734225	0.109425405055556
MIR188	406964	0.827101756382217	-0.174598032777778
POLA2	23649	0.827250216865157	0.138464493222222
		0.827250216865157	-0.136786391166667
		0.827250216865157	-0.0787888747777776
IL34	146433	0.827301111472271	-0.0944961498888919
		0.827360442019774	0.249754243277777
FAM53A	152877	0.827360442019774	0.107262220944447
		0.827360442019774	-0.111194862722222
REPS1	85021	0.827360442019774	-0.224370729722222
SRPK3	26576	0.827360442019774	0.0923202069444446
PHF7	51533	0.827360442019774	0.179045541944445
GNGT2	2793	0.827360442019774	0.152834441277778
YPEL4	219539	0.827360442019774	0.149660485555556
SLC41A3	54946	0.827360442019774	0.116491634055554
		0.827360442019774	0.149257008333335
ZSWIM3	140831	0.827378852339767	0.161700925888889
SNORA54	677833	0.827519751343063	-0.226479104722225
OR5V1	81696	0.827602151713424	0.0725898959999998
OSBP2	23762	0.827602151713424	0.179334032444445
		0.827602151713424	-0.0959369774444441
USP37	57695	0.827602151713424	0.136069244666667
		0.827602151713424	0.101558470666666
TMEM121	80757	0.827602151713424	0.105688922055558
		0.827602151713424	0.211010073944445
KLHL34	257240	0.827602151713424	-0.109312627
LOC105369230///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///LOC105369230///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1	105369230///3128///3127///3126///3125///3123///105369230///3127///3126///3125///3123///3119	0.827602151713424	-0.359687845777778
		0.827602151713424	-0.242809532111112
ARHGEF7	8874	0.827602151713424	0.110122637333332
OR1D2	4991	0.827602151713424	0.116245559666667
LINC00305	221241	0.827625898090036	-0.111740770611112
		0.827667762052581	-0.16628295622222
		0.827676997132434	0.0962279732222222
ZCCHC2	54877	0.827879966429095	-0.124401599055558
		0.827879966429095	-0.201484114333331
PHB2	11331	0.827879966429095	-0.121348721555556
		0.827879966429095	-0.275613033499999
CFB	629	0.827879966429095	0.179704543277778
RTP3	83597	0.827879966429095	-0.131697077333333
NAT8	9027	0.827879966429095	-0.132588741055557
		0.827879966429095	0.152538684333335
SLITRK1	114798	0.827879966429095	0.0982926916111109
SFXN5	94097	0.827879966429095	0.120584607777777
		0.827909920743634	0.0928497824999996
		0.827939258401576	0.0807005255555562
RPS3A	6189	0.827940233323802	0.139036950944442
PGLYRP4	57115	0.827940233323802	-0.0938774230555568
CALML3	810	0.827940233323802	0.122932802666668
		0.827940233323802	0.267400758555556
TRIM48	79097	0.827940233323802	-0.200743720777777
CLPSL2	389383	0.828061603733964	0.106917983833331
NOTCH3	4854	0.828162205127574	0.125284355444445
EPGN	255324	0.828180312124228	0.158885889055556
LOC646513	646513	0.828198252192392	-0.167548306166668
		0.828198252192392	-0.1479894405
KRTAP1-5///KRTAP1-1///KRTAP1-3///KRTAP1-3	83895///81851///81850///81850	0.828198252192392	-0.139987848055554
GRK2	156	0.828215660977857	0.097260825833331
SAFB2	9667	0.828228000145277	-0.200113823444445
CCNI	10983	0.828256630812587	0.0847400616666683
OR4C45	403257	0.828315129480852	0.0638489246111122
		0.828315364367978	-0.113159149333332
ACO1	48	0.828315364367978	-0.152673629555556
FBXW11	23291	0.828315364367978	-0.104294750777779
		0.828315364367978	0.15143393777778
		0.828315364367978	-0.0671287098888889
RBP2	5948	0.828315364367978	0.117579269166667
		0.828315364367978	-0.0960904971666663
KIAA0430	9665	0.828315364367978	-0.0939622779999993
		0.828452900970463	0.104463425111111
NSUN4	387338	0.828452900970463	0.135637145777778
SLC25A16	8034	0.828452900970463	-0.141753541666666
		0.828452900970463	0.0658186217777774
MARCH3	115123	0.828452900970463	0.343963921055557
LINC00665	100506930	0.828452900970463	-0.212811230333331
		0.828518424898329	0.278184396444441
		0.828518424898329	0.109060027111111
		0.828597416269694	0.131513193944445
		0.828720455288091	-0.162755571
		0.828870457262805	-0.131238738388888
B4GALNT2	124872	0.828870457262805	-0.131621358
FAM200A	221786	0.828870457262805	-0.170369362555556
		0.828890757411738	-0.125121601944445
		0.828916735536724	-0.340822117500005
LRP5	4041	0.828929288777567	0.153082477166666
		0.828937649284939	0.142087224388888
MDP1///CHMP4A	145553///29082	0.829195742588386	-0.174024573666665
NAT8L	339983	0.829231999044847	0.190819503944445
ZKSCAN7	55888	0.829231999044847	-0.154635775333333
LY6K	54742	0.829353836680094	0.132640058777777
		0.829357848162499	-0.184859828555556
		0.829358427367766	-0.157261109777779
		0.82945352548294	-0.144203111166664
TMEM139	135932	0.829545542274275	-0.118830483888888
		0.829545542274275	-0.172925096277778
		0.829550510980974	0.0809578521666654
		0.829550510980974	0.271991203722221
SPEF1	25876	0.829725936863422	-0.141903204833332
DNAJC15	29103	0.829763726653351	0.414837780611111
LINC00029	100144596	0.829763726653351	-0.124646188611111
NDUFA1	4694	0.829763726653351	-0.222620812722225
OTUD7A	161725	0.829763726653351	0.126309788833333
BCL2A1	597	0.829821221465729	0.312918876444445
LINC01620	140834	0.829872308024762	-0.125595757333333
ERVK-19///ERVK-9///ERVK-6///ERVK-4	100862685///100616102///64006///60359	0.829894572008917	0.113815069166667
HSD17B11	51170	0.82992570280897	-0.108090367722227
		0.830070314342151	-0.224344805055556
HNRNPCL3///HNRNPCL2///HNRNPCL1///HNRNPC	649330///440563///343069///3183	0.830070314342151	0.127878015000002
PTP4A3	11156	0.830070314342151	-0.201002494222222
PEAK1	79834	0.830099510720772	0.231606104499999
BLOC1S1-RDH5///RDH5	100528022///5959	0.830099510720772	-0.124939503944444
DMRTA1	63951	0.830120010396279	0.146698502
NME9	347736	0.830120010396279	0.090649432777778
LINC01558	26238	0.830120010396279	-0.103912068444444
LOC100130370	100130370	0.830220195847883	0.0990356197222235
VHL	7428	0.830220195847883	-0.120676032555555
ULBP3	79465	0.830220195847883	-0.114989784777778
GGT6	124975	0.830220195847883	-0.146222298388889
CFHR4	10877	0.830220195847883	-0.190636165777777
		0.830220195847883	-0.143032952
SNORD13	692084	0.830220195847883	-0.360699432222221
		0.830397724430651	-0.20341992777778
LOC728196///MIR34C	728196///407042	0.830399774560604	-0.0678601758333346
		0.830414865970142	-0.221608724222222
CPNE6	9362	0.830449327537079	0.0919163572777801
PIK3R4	30849	0.830449327537079	-0.142080762222221
TMED8	283578	0.830449327537079	0.0970975887222227
RAB9BP1	9366	0.830449327537079	-0.0694048700000005
MRPL45	84311	0.830486997852381	0.13061155038889
ANKRD13C	81573	0.830510367601024	-0.130889549166666
N4BP1	9683	0.830802958695931	0.108903023611113
UBXN7	26043	0.830802958695931	0.0907130323333334
LINC00839	84856	0.830871364754721	0.105302070333335
		0.830871364754721	0.0606212003333337
MRPL53	116540	0.830875865175069	0.140937037166667
		0.830875865175069	0.209713612388889
EHBP1L1	254102	0.830886236309672	0.145401958777779
		0.830886236309672	0.295791285888889
		0.830943567761432	-0.430332549222223
LINC00094	266655	0.830943567761432	0.13300337077778
NUDC	10726	0.830967478364566	0.160456662055557
UBQLN3	50613	0.830967478364566	-0.110769214277779
SOWAHB	345079	0.831061087156285	-0.149102450611111
SATL1	340562	0.831061087156285	0.101328051166667
MAB21L2	10586	0.831081263344687	-0.12873833038889
GPR45	11250	0.831085988962141	-0.119357902444445
MYO15A	51168	0.831196434148894	0.0707256738333335
ZAN	7455	0.831567755661301	-0.0855225159444437
SNX6	58533	0.831612230666325	0.123088820222224
RAB23	51715	0.831634508636227	-0.128137787499999
CYP4F2	8529	0.831634508636227	-0.196931477500001
VPS26A	9559	0.831704673078339	-0.179179832666666
		0.831704673078339	-0.0833541127222208
		0.83170630406421	0.139874979555556
VPS9D1	9605	0.831744622586428	-0.103711409722222
PLA2G4B///JMJD7///JMJD7-PLA2G4B	100137049///100137047///8681	0.831744622586428	0.114105857611111
BCL6B	255877	0.831744622586428	-0.0942130711111115
		0.831744622586428	0.0695281538888897
LOC101929762	101929762	0.831744622586428	-0.124613895555556
PARVB	29780	0.831831746000496	0.165617355222224
		0.832000346278165	-0.184318485388889
		0.83217936081389	-0.166815529777778
		0.83217936081389	-0.0818320348333343
DMBT1	1755	0.83217936081389	0.104783515222222
RBM24	221662	0.832199205226576	-0.0971144681111116
		0.832329525208834	0.0678882855555565
C5orf46	389336	0.832329525208834	-0.121004809777777
MYCNOS	10408	0.832370513964775	-0.171055403055556
AK7	122481	0.832411944256935	-0.119482431611112
HOXB2	3212	0.832411944256935	0.395180320388887
ERP27	121506	0.832411944256935	0.306133889944445
COQ6	51004	0.832411944256935	-0.115350639166666
		0.832411944256935	-0.116958644722222
CPQ	10404	0.832411944256935	-0.172769510944446
ACAD8	27034	0.832411944256935	-0.0904761256111124
MIPEP	4285	0.832411944256935	0.137382270555559
APOA1	335	0.832411944256935	-0.279347370611111
ANK3	288	0.832411944256935	-0.231822269388889
		0.832430205165792	-0.299785816499999
CHSY3	337876	0.832460329875914	0.136085965055556
TSPAN33	340348	0.832460329875914	0.194616731333335
SYNE4	163183	0.832460329875914	0.131175055111112
KPNB1	3837	0.832460329875914	-0.101914948944444
CD40	958	0.832460329875914	0.156555017111112
		0.832460329875914	-0.273042742777777
		0.832460329875914	0.127990953
		0.83247809739504	0.0836780907222221
ATP13A2	23400	0.832638670959951	-0.121291595444446
CRB3	92359	0.832650434095293	0.186688974444444
		0.832650434095293	-0.129609072666666
TLCD2	727910	0.832650434095293	-0.093762305777779
NSFL1C	55968	0.832650434095293	-0.123600505999999
CDH8	1006	0.832652100940789	0.107360051388889
NRG1	3084	0.832652100940789	0.189501433
PINK1	65018	0.83268822669854	-0.10570738622222
DCAF15	90379	0.832821674835239	0.0998110114444444
PAFAH1B3	5050	0.832884641815298	0.142165846055555
NMUR1	10316	0.832884641815298	0.128630870111111
KIAA1654	85368	0.832884641815298	0.122716302277776
		0.832884641815298	-0.175101256
		0.832884641815298	-0.163711011888889
SPX	80763	0.832884641815298	0.106414796722222
DRD3	1814	0.832884641815298	-0.107954700611111
GTDC1	79712	0.832884641815298	-0.172898905111111
KLKB1	3818	0.832884641815298	0.138470793333334
		0.832890170038184	0.321716740944442
		0.832890170038184	-0.226941606666665
LRRC71	149499	0.832927433092286	-0.0973308022222232
COQ3	51805	0.833041713729062	-0.172230983111111
RNVU1-8	101447996	0.833069742534279	-0.203808693222221
		0.833069742534279	0.222757849388889
KIR2DS5///KIR2DS3///KIR2DS5///KIR2DS3	3810///3808///3810///3808	0.833069742534279	-0.173329587055555
NMRK1	54981	0.833069742534279	-0.2152572055
		0.833160959218129	-0.152792787555556
		0.833160959218129	-0.110363111722222
		0.833160959218129	-0.269718596722223
ARID3B	10620	0.833160959218129	-0.197105642777776
		0.83323359656585	-0.224909422333333
CACNG1	786	0.83323359656585	0.102283137333333
		0.833420821871767	-0.0670746237777777
DSCR4	10281	0.833454765981515	0.108319874222223
EI24	9538	0.833588346771599	-0.213411235166669
OR52A5	390054	0.833601223202269	-0.0823496250555555
AMBP	259	0.833604023681667	-0.130641466722222
SUMO3	6612	0.83360673371761	-0.133061632166665
NRG2	9542	0.83360673371761	-0.115355141611111
UBE2L6	9246	0.83360673371761	-0.132996958000001
		0.83360673371761	-0.309485884833332
LOC441178	441178	0.83360673371761	0.0978758110000006
		0.83364426553112	0.256330214388888
KIAA0100	9703	0.83364426553112	0.0942557166111104
CCDC112	153733	0.83364426553112	-0.186652585000001
TLR3	7098	0.83364426553112	-0.266317070166667
		0.83364426553112	-0.115593289055555
		0.83364426553112	-0.0697645618888889
DLL3	10683	0.833654418958892	0.109895842833334
DEFT1P2///DEFT1P	100287083///170949	0.833654418958892	0.0968318012777774
EMILIN3	90187	0.833724735698394	-0.100811781944445
C1orf101	257044	0.83376950106839	0.162891704944444
KRTAP4-7///KRTAP4-9///KRTAP4-8///KRTAP4-11///KRTAP4-2///KRTAP4-5///KRTAP4-4///KRTAP4-12///KRTAP4-6///KRTAP4-7	100132476///100132386///728224///653240///85291///85289///84616///83755///81871///100132476	0.833950677445842	-0.259582577944445
		0.833950677445842	0.0976059120000006
		0.833950677445842	-0.159112840055555
MCM6	4175	0.833950677445842	-0.186703755222224
OR52B4	143496	0.833950677445842	0.125194827277777
NPW	283869	0.833950677445842	0.131778776111111
		0.834010406273529	-0.0831022405000001
		0.834127816558358	-0.239897762888889
		0.834127816558358	-0.109427889944444
TLK1	9874	0.834127816558358	-0.190244246055556
HMGN5	79366	0.834127816558358	0.165225281555555
PNLIPRP2	5408	0.834127816558358	-0.0970888688333336
MIR219A2	407003	0.83425137839216	0.103027648499999
RNF222	643904	0.83425137839216	0.105682094111112
		0.83425137839216	0.136152024777778
RPS27L	51065	0.834304918891103	-0.165525452888888
ZNF41	7592	0.834304918891103	-0.120277167388887
		0.834304918891103	-0.136028253222223
		0.834304918891103	-0.241820864388891
		0.834304918891103	-0.0719828223888883
TAS2R42	353164	0.834304918891103	0.0753504161111116
		0.834304918891103	0.0934351594999998
ACSM2B///ACSM2A	348158///123876	0.834304918891103	-0.0935492919444441
		0.834304918891103	-0.0627302950555566
CACNA1E	777	0.834304918891103	0.102592237333333
		0.834304918891103	-0.261628937111112
TXK	7294	0.834304918891103	0.206273076555556
		0.834304918891103	-0.104279727555555
		0.834304918891103	0.106659867277778
TTC22	55001	0.834304918891103	-0.107788462888889
SNORA60	677837	0.834304918891103	0.320228539388889
LMX1B	4010	0.834304918891103	0.127082564388891
ZNF493	284443	0.834304918891103	-0.317489011444445
CEBPZ	10153	0.834304918891103	0.140018188777778
		0.834304918891103	0.175834409722224
IL21	59067	0.834304918891103	0.0842603499999997
		0.834304918891103	-0.103263112444444
ZNF146	7705	0.834304918891103	-0.264055300666666
OR7E37P///OR7E35P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P	100506759///391632///389538///219445///92196///26648///26628///10821///10819	0.83433035112842	-0.340712860555558
		0.83433035112842	0.162113542444448
CALCA	796	0.834349732965835	0.141905285833333
MARS2	92935	0.83440050539251	0.198847829222223
		0.83440050539251	-0.0921835215000004
TOR1A	1861	0.83440050539251	0.146481622611109
		0.83440050539251	-0.208693606944445
		0.83440050539251	0.0874490997777775
GTSF1L	149699	0.83440050539251	-0.110377786111111
DMRTB1	63948	0.83440050539251	0.126952296833333
ZNF837	116412	0.83440050539251	0.120507049777776
BAP1	8314	0.83440050539251	0.0642617019999996
		0.83440050539251	0.143220026944448
CCDC144CP///CCDC144NL///CCDC144B///CCDC144A	348254///339184///284047///9720	0.83440050539251	-0.260077935611109
PYGO2	90780	0.83440050539251	0.121763980277778
RN7SK///LINC01517	125050///101929218	0.834477710931356	-0.0483668333333345
OR10C1	442194	0.834607996196293	-0.0951732854444445
FLJ44385	400934	0.834607996196293	-0.108669299777779
TXNDC16	57544	0.834607996196293	-0.17961609461111
		0.834607996196293	-0.101194493777778
ANXA2P1	303	0.834616139034005	0.149263303722222
UGT8	7368	0.834616139034005	0.122684933888888
RNF5P1///RNF5	286140///6048	0.834616139034005	-0.233131618055556
		0.834658519017126	-0.154303889444444
		0.834686523038597	-0.144012375944444
WDR83	84292	0.834708309536712	-0.0948187618888863
		0.834708309536712	-0.0958772086111108
HLA-DMA	3108	0.834708309536712	-0.252950408888889
RPH3A	22895	0.834708309536712	0.143159497277778
SNX25	83891	0.834708309536712	-0.148971536222221
		0.834708309536712	-0.259722188277777
RTFDC1	51507	0.834708309536712	-0.169127017500003
LIMK2	3985	0.834708309536712	0.120494073722223
		0.834708309536712	0.179408806722222
PCDH12	51294	0.834708309536712	-0.0910473823333326
MIA-RAB4B///MIA	100529262///8190	0.834708309536712	-0.131741757944442
C6orf58	352999	0.834708309536712	0.0847984970555546
GUCA2B	2981	0.834848526629774	0.127077572055555
CSAG1	158511	0.834971902496641	-0.1820043365
		0.834971902496641	-0.190644448166667
ADGRB2	576	0.834971902496641	0.102516603055555
		0.834971902496641	0.205421484888888
RHOB	388	0.834971902496641	-0.250385011500002
		0.835175346045339	0.0817537434444451
		0.835175346045339	-0.0846722548333338
GPR3	2827	0.835224743237744	0.138359485166667
SLC5A3	6526	0.835224743237744	-0.162495586555556
SPTBN5	51332	0.835224743237744	-0.0826974321111118
DDX60L	91351	0.835224743237744	0.164005485055555
VGLL2	245806	0.835224743237744	0.111642001
LRRN3	54674	0.835224743237744	0.151267121777777
		0.835224743237744	0.0886632108888881
RFNG	5986	0.835352273581469	0.127447890999999
SEPT12	124404	0.835352273581469	0.13052530261111
HSPA1L	3305	0.835448992118051	0.175753368999999
TSG101	7251	0.835448992118051	-0.107101785833333
MIR221	407006	0.835473735029523	-0.265761262333333
CHRND	1144	0.835492623627228	-0.131665167388888
		0.835497380327063	0.11677691888889
SDK1	221935	0.835497380327063	-0.0879090088888876
KRTAP6-3	337968	0.835497380327063	0.1222831295
		0.835497380327063	-0.260248258499998
GABRA5	2558	0.835497380327063	-0.111276407944444
		0.835497380327063	-0.158998265722221
SNORD73A///RPS3A	8944///6189	0.835497380327063	0.146486486999999
		0.835497380327063	-0.131611528333334
VTRNA1-2	56663	0.835497380327063	-0.110211418666666
CD2BP2	10421	0.835497380327063	-0.213527458111111
		0.835497380327063	0.136564535777778
EPYC	1833	0.835497380327063	0.0903821697222225
FAM183BP	340286	0.835497380327063	0.169193850944445
C5orf51	285636	0.835522169710919	-0.176574523500001
TMEM210	100505993	0.835522169710919	0.155230917722221
ZCCHC5	203430	0.835522169710919	0.0868901755555562
TUBB4A	10382	0.835529476643783	-0.127033204444444
ZFP37	7539	0.835529476643783	0.135083516055556
DEFB114	245928	0.835594795687075	0.0684346025555551
		0.835636412258886	-0.0641277045555562
		0.835656875738601	0.17336774977778
		0.835656875738601	0.19028584188889
CLCN3	1182	0.835656875738601	-0.280962929944444
		0.835656875738601	-0.118582776944444
GRIA3	2892	0.835656875738601	-0.0840604754999998
WIZ	58525	0.835687540077879	-0.109360808333333
		0.835687540077879	0.259372585722224
		0.835705377745512	0.114589733388889
CYP2B6	1555	0.835705377745512	-0.110229067277778
NOX3	50508	0.835727634509726	0.116322565888889
ERC2	26059	0.835729697571312	0.0937856498888876
		0.835756341819943	0.214980276500001
KCNH5	27133	0.835828114039782	0.0766218584444434
DEFB123	245936	0.835828114039782	-0.108216597500001
		0.835828114039782	0.177177053777778
		0.835862547286825	0.135599362999999
SYNCRIP	10492	0.835862547286825	-0.131267953388889
SLC30A7	148867	0.835888618629793	0.167609233888893
OR2A42///OR2A1///OR2A14	402317///346528///135941	0.835956585405984	-0.1100221755
CASC4	113201	0.836034993657075	0.122369134166664
		0.83638188968493	-0.0817057001111112
SYNPR	132204	0.83638188968493	-0.082304103277778
